filename,conn,fullSent
P1B-045_Sam_McAughtry,because ,"Merview Street and the streets closer to Duncairn Gardens from where we were, you were in an area where where shipyard tradesmen were were quite common every seventh or eighth house And uh this, this was reflected on more uh the people knew, they had more money and they knew where it was coming from It wasn't much more but it was enough to make that difference And it it, the people in those houses outside our area kept their houses nice and neat and clean and it had the look of it But in our area because we weren't all that privileged and because there wasn't work for us, our menfolk tended to be away from home They worked across the water or they were seafaring like my father and my brother And with the men out of the house whether that was the reason for the loss of interest in the house I don't know but, all up and down the streets where I lived, were houses that were not cared for at all"
P1B-045_Sam_McAughtry,or ,"Merview Street and the streets closer to Duncairn Gardens from where we were, you were in an area where where shipyard tradesmen were were quite common every seventh or eighth house And uh this, this was reflected on more uh the people knew, they had more money and they knew where it was coming from It wasn't much more but it was enough to make that difference And it it, the people in those houses outside our area kept their houses nice and neat and clean and it had the look of it But in our area because we weren't all that privileged and because there wasn't work for us, our menfolk tended to be away from home They worked across the water or they were seafaring like my father and my brother And with the men out of the house whether that was the reason for the loss of interest in the house I don't know but, all up and down the streets where I lived, were houses that were not cared for at all"
P1B-045_Sam_McAughtry,And ,"Merview Street and the streets closer to Duncairn Gardens from where we were, you were in an area where where shipyard tradesmen were were quite common every seventh or eighth house And uh this, this was reflected on more uh the people knew, they had more money and they knew where it was coming from It wasn't much more but it was enough to make that difference And it it, the people in those houses outside our area kept their houses nice and neat and clean and it had the look of it But in our area because we weren't all that privileged and because there wasn't work for us, our menfolk tended to be away from home They worked across the water or they were seafaring like my father and my brother And with the men out of the house whether that was the reason for the loss of interest in the house I don't know but, all up and down the streets where I lived, were houses that were not cared for at all"
P1B-045_Sam_McAughtry,and ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,and ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,and ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,and ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,and ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,and ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,And ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,incidentally ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,because ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,but ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,and ,"We had a man, pardon me we had a man living opposite us who was a bailiff His job was to throw people out for non-payment of rent We 'd another man living opposite us who shovelled coal in the uh gasworks He was a labourer And uh one night he came back and everybody thought he was drunk and it was the effects of the gas There had been a gas leak in the gasworks on the Ormeau Road and uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died Another man we had was a tailor He he worked downtown, in a basement and he made uh clothes as a tailor Uh we had, men there who 'd never worked You know they just had got out of the habit of working They just spent their day, mooching around down in the the near near uh, the the shores of Belfast Lough They had these plots workmen 's plots, where you could grow things And these men seemed to spend half their time down there They didn't bother looking too much looking for work They would live off the proceeds of their son 's wages, and so on Sometimes the women worked part-time in the mills There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre but radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today And uh unlike nowadays when the housewife is expected to go to a shop or a supermarket, pack her own stuff in a basket, line up, and pay for it, on the way out, in those days they sent boys like us, to knock the customers ' doors, and say"
P1B-045_Sam_McAughtry,And ,"I 'm from such and such a shop What would you like me to bring you And she would tell us the order We 'd go back to the shop pack it up in a basket and carry it out and deliver it to her So there was plenty of work for the likes of us And it was useful because, the the money that I would earn as a message boy paid the rent, which was uh quite a help in those days"
P1B-045_Sam_McAughtry,So ,"I 'm from such and such a shop What would you like me to bring you And she would tell us the order We 'd go back to the shop pack it up in a basket and carry it out and deliver it to her So there was plenty of work for the likes of us And it was useful because, the the money that I would earn as a message boy paid the rent, which was uh quite a help in those days"
P1B-045_Sam_McAughtry,And ,"I 'm from such and such a shop What would you like me to bring you And she would tell us the order We 'd go back to the shop pack it up in a basket and carry it out and deliver it to her So there was plenty of work for the likes of us And it was useful because, the the money that I would earn as a message boy paid the rent, which was uh quite a help in those days"
P1B-045_Sam_McAughtry,because ,"I 'm from such and such a shop What would you like me to bring you And she would tell us the order We 'd go back to the shop pack it up in a basket and carry it out and deliver it to her So there was plenty of work for the likes of us And it was useful because, the the money that I would earn as a message boy paid the rent, which was uh quite a help in those days"
P1B-045_Sam_McAughtry,And ,"I can remember the wirelesses coming They they 're old-fashioned uh, cats whiskers set, crystal set it was called Now that was the very first form of wireless that uh, reached the common people And there were very few of those One man on our street had one and it was a bit of a curiosity You had to listen to them with earphones And when the more popular radio came in, uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged And I would 've been eleven or twelve That would 've made it nineteen thirty, two or thirty three Uh they were quite popular When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week And lots of the people round our district got their husbands to sign for this half a crown deposit And paid a half a crown got the radio set and of course they couldn't keep up the payments"
P1B-045_Sam_McAughtry,and ,"I can remember the wirelesses coming They they 're old-fashioned uh, cats whiskers set, crystal set it was called Now that was the very first form of wireless that uh, reached the common people And there were very few of those One man on our street had one and it was a bit of a curiosity You had to listen to them with earphones And when the more popular radio came in, uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged And I would 've been eleven or twelve That would 've made it nineteen thirty, two or thirty three Uh they were quite popular When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week And lots of the people round our district got their husbands to sign for this half a crown deposit And paid a half a crown got the radio set and of course they couldn't keep up the payments"
P1B-045_Sam_McAughtry,when ,"I can remember the wirelesses coming They they 're old-fashioned uh, cats whiskers set, crystal set it was called Now that was the very first form of wireless that uh, reached the common people And there were very few of those One man on our street had one and it was a bit of a curiosity You had to listen to them with earphones And when the more popular radio came in, uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged And I would 've been eleven or twelve That would 've made it nineteen thirty, two or thirty three Uh they were quite popular When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week And lots of the people round our district got their husbands to sign for this half a crown deposit And paid a half a crown got the radio set and of course they couldn't keep up the payments"
P1B-045_Sam_McAughtry,but ,"I can remember the wirelesses coming They they 're old-fashioned uh, cats whiskers set, crystal set it was called Now that was the very first form of wireless that uh, reached the common people And there were very few of those One man on our street had one and it was a bit of a curiosity You had to listen to them with earphones And when the more popular radio came in, uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged And I would 've been eleven or twelve That would 've made it nineteen thirty, two or thirty three Uh they were quite popular When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week And lots of the people round our district got their husbands to sign for this half a crown deposit And paid a half a crown got the radio set and of course they couldn't keep up the payments"
P1B-045_Sam_McAughtry,When ,"I can remember the wirelesses coming They they 're old-fashioned uh, cats whiskers set, crystal set it was called Now that was the very first form of wireless that uh, reached the common people And there were very few of those One man on our street had one and it was a bit of a curiosity You had to listen to them with earphones And when the more popular radio came in, uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged And I would 've been eleven or twelve That would 've made it nineteen thirty, two or thirty three Uh they were quite popular When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week And lots of the people round our district got their husbands to sign for this half a crown deposit And paid a half a crown got the radio set and of course they couldn't keep up the payments"
P1B-045_Sam_McAughtry,and ,"I can remember the wirelesses coming They they 're old-fashioned uh, cats whiskers set, crystal set it was called Now that was the very first form of wireless that uh, reached the common people And there were very few of those One man on our street had one and it was a bit of a curiosity You had to listen to them with earphones And when the more popular radio came in, uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged And I would 've been eleven or twelve That would 've made it nineteen thirty, two or thirty three Uh they were quite popular When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week And lots of the people round our district got their husbands to sign for this half a crown deposit And paid a half a crown got the radio set and of course they couldn't keep up the payments"
P1B-045_Sam_McAughtry,when ,"I can remember the wirelesses coming They they 're old-fashioned uh, cats whiskers set, crystal set it was called Now that was the very first form of wireless that uh, reached the common people And there were very few of those One man on our street had one and it was a bit of a curiosity You had to listen to them with earphones And when the more popular radio came in, uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged And I would 've been eleven or twelve That would 've made it nineteen thirty, two or thirty three Uh they were quite popular When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week And lots of the people round our district got their husbands to sign for this half a crown deposit And paid a half a crown got the radio set and of course they couldn't keep up the payments"
P1B-045_Sam_McAughtry,And ,"I can remember the wirelesses coming They they 're old-fashioned uh, cats whiskers set, crystal set it was called Now that was the very first form of wireless that uh, reached the common people And there were very few of those One man on our street had one and it was a bit of a curiosity You had to listen to them with earphones And when the more popular radio came in, uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged And I would 've been eleven or twelve That would 've made it nineteen thirty, two or thirty three Uh they were quite popular When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week And lots of the people round our district got their husbands to sign for this half a crown deposit And paid a half a crown got the radio set and of course they couldn't keep up the payments"
P1B-045_Sam_McAughtry,and ,"I can remember the wirelesses coming They they 're old-fashioned uh, cats whiskers set, crystal set it was called Now that was the very first form of wireless that uh, reached the common people And there were very few of those One man on our street had one and it was a bit of a curiosity You had to listen to them with earphones And when the more popular radio came in, uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged And I would 've been eleven or twelve That would 've made it nineteen thirty, two or thirty three Uh they were quite popular When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week And lots of the people round our district got their husbands to sign for this half a crown deposit And paid a half a crown got the radio set and of course they couldn't keep up the payments"
P1B-045_Sam_McAughtry,And ,"And the whole district was was aloud with noise You know the, they talk about the hills are alive with the sound of music well the streets were alive with these radios"
P1B-045_Sam_McAughtry,and ,And uh and they came around and took them all away from them again because they couldn't keep up their payments
P1B-045_Sam_McAughtry,because ,And uh and they came around and took them all away from them again because they couldn't keep up their payments
P1B-045_Sam_McAughtry,for ,In the kitchen for example what what was the kitchen like I mean could you describe it for us
P1B-045_Sam_McAughtry,example ,In the kitchen for example what what was the kitchen like I mean could you describe it for us
P1B-045_Sam_McAughtry,and ,"Well the kitchen there would be a table underneath the window and there was a sofa, on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always, as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,And ,"Well the kitchen there would be a table underneath the window and there was a sofa, on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always, as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,later ,"Well the kitchen there would be a table underneath the window and there was a sofa, on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always, as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,and ,"Well the kitchen there would be a table underneath the window and there was a sofa, on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always, as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,And ,"Well the kitchen there would be a table underneath the window and there was a sofa, on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always, as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,so ,"Well the kitchen there would be a table underneath the window and there was a sofa, on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always, as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,that ,"Well the kitchen there would be a table underneath the window and there was a sofa, on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always, as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,if ,"Well the kitchen there would be a table underneath the window and there was a sofa, on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always, as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,and ,"Well the kitchen there would be a table underneath the window and there was a sofa, on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always, as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-046_Elections,while ,Victory has been sweet for the new rainbow ministers while Fianna Fa/il and the Progressive Democrats now form the opposition
P1B-046_Elections,But ,But how long will that state of affairs continue
P1B-046_Elections,if ,"I don't believe it is I think if you look at the programme that has been negotiated between Fine Gael Democratic Left and the Labour Party, it 's very much the policy approach of Democratic Left and the Labour Party and I see very little evidence, of the Fine Gael philosophy of recent years"
P1B-046_Elections,if ,"Uh if you just take the allocation of portfolios for example, uh Fine Gael now have control over just about twenty percent of the spending departments"
P1B-046_Elections,for ,"Uh if you just take the allocation of portfolios for example, uh Fine Gael now have control over just about twenty percent of the spending departments"
P1B-046_Elections,example ,"Uh if you just take the allocation of portfolios for example, uh Fine Gael now have control over just about twenty percent of the spending departments"
P1B-046_Elections,and ,"Northern Ireland policy, they 've control over broadcasting, and they will be calling the shots in relation to the divorce referendum"
P1B-046_Elections,and ,"I think, the makeup of the cabinet and the economic programme in particular indicate quite clearly to me that this is very much a left-wing government and it 's not the kind of government that the country needs at the moment"
P1B-046_Elections,If ,"If you take the attitude to state enterprise, it 's the old left-wing doctrine that we have to accept"
P1B-046_Elections,and ,"Uh and that 's evident not just in the parties that make up the government but indeed in the very programme, and in the composition of the cabinet And as I said Fine Gael only have control over about one fifth of the spending"
P1B-046_Elections,And ,"Uh and that 's evident not just in the parties that make up the government but indeed in the very programme, and in the composition of the cabinet And as I said Fine Gael only have control over about one fifth of the spending"
P1B-046_Elections,And ,And that certainly doesn't indicate to me that Fine Gael is in government with fifty percent more seats than the Labour Party
P1B-046_Elections,and ,"This is the first inter-party government for for forty years and we 're talking about personal, personal relationships being very very important How do you think Dick Spring and Prionsias De Rossa particularly will get on"
