Offset-raw,filename,arg1,arg2
but,P1B-049_M_O_Suilleabhain,"I think , that they feel for whatever reason they need to go beyond it or , beneath it or , beside it , uhm it 's a time like that and there 's a there is a lot of that I think , of that timelessness in music right now",I do believe music
but,P1B-049_M_O_Suilleabhain,Well it is about Ireland,"you know it 's the time The time is you we we can not uh afford , to relax into that comfortable feeling of culture and nationalism anymore"
but,P1B-049_M_O_Suilleabhain,"I would feel part of a generation , which was uh at the uh , at the cutting edge",certainly we were the first ones to bang into the wall of the problem of globalisation and global culture
but,P1B-049_M_O_Suilleabhain,uhm,not necessarily in an institutionalised sense Uhm
but,P1B-049_M_O_Suilleabhain,uhm,not necessarily in an institutionalised sense Uhm
but,P1B-049_M_O_Suilleabhain,if you begin to do that,I have my toes
but,P1B-049_M_O_Suilleabhain,But I mean I myself am full of admiration uh for it,"what I 'm saying is that somebody like him and many others work uh with materials of sound which are all fanatically not popular I mean let me tell you that these are not popular , under any circumstances"
but,P1B-049_M_O_Suilleabhain,But I mean I myself am full of admiration uh for it,"what I 'm saying is that somebody like him and many others work uh with materials of sound which are all fanatically not popular I mean let me tell you that these are not popular , under any circumstances"
if,P1B-049_M_O_Suilleabhain,that And you mentioned O / Riada if you pick an obvious one there,you pick for example
if,P1B-049_M_O_Suilleabhain,that And you mentioned O / Riada if you pick an obvious one there,you pick for example
if,P1B-049_M_O_Suilleabhain,absolutely agree,it were just the music on its own
if,P1B-049_M_O_Suilleabhain,"when where because there 's , one thing you ca n't sell it 's that of course even if you know it 's there",there is spirit in it and you
because,P1B-049_M_O_Suilleabhain,why I 'm saying it,in a way I 'm speaking to some degree from experience Luckily
and,P1A-100_Trinity_students,"My plan is to become popular by uhm being really good at cooking and making them all dependent on me , kind of like a drug dealer",then they 'll need me so I 'll be friends with them
and,P1A-100_Trinity_students,"than a lot of places Uhm you 'd share , everybody has their own room",you have the room for three years which most places only give it to you for one or two years
and,P1A-100_Trinity_students,You kind of apply for it,it 's kind of first come first served so
and,P1A-100_Trinity_students,so hopefully just the three people are alright,they 're not
and,P1A-100_Trinity_students,No,It 's like clown music It 's awful then if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched
and,P1A-100_Trinity_students,No,It 's like clown music It 's awful then if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched
and,P1A-100_Trinity_students,"But sure for all you know you could could have got A in both of them But the worst thing is , imagine if you appealed",then the result came back worse
and,P1A-100_Trinity_students,That 's horrible but they only did did that to like eight people,they upgraded a few thousand I think so
and,P1A-100_Trinity_students,It 's like clown music It 's awful And then if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched,"every few seconds it 's interrupted by , welcome to Specsavers Your call is important to us"
and,P1A-100_Trinity_students,Yeah they might And in my mam 's old work it was really bad It was like a computer-generated version of Greensleeves,it was really slow and depressing and horrible
and,P1A-100_Trinity_students,we were going up to the second floor,we were down in the basement and we were just walking by the lifts anyway so it was just like
and,P1A-100_Trinity_students,we were going up to the second floor,we were down in the basement and we were just walking by the lifts anyway so it was just like
and,P1A-100_Trinity_students,Yeah no we kind of got sidetracked there,"there 's , there 's something I was going to say I ca n't remember now"
and,P1A-100_Trinity_students,Mhm,while the lift was going down he opened the doors
and,P1A-100_Trinity_students,in here like cos he was in the lift by himself earlier,"he did that like , and he was just like , oh look at this"
and,P1A-100_Trinity_students,in here like cos he was in the lift by himself earlier,"he did that like , and he was just like , oh look at this"
and,P1A-100_Trinity_students,And and we 're stuck Oh my God and,it was just like
and,P1A-100_Trinity_students,And and we 're stuck Oh my God and,it was just like
and,P1A-100_Trinity_students,And and we 're stuck Oh my God and,it was just like
and,P1A-100_Trinity_students,Yeah That would really be horrible Have you seen that ad you know where they get stuck in the lift,"they start drinking coffee I mean would n't that be the worst thing you could do when you were stuck in a lift , like drinking something that was going to make you need to pee really soon"
and,P1A-100_Trinity_students,I 've smelled Emporio for women,it 's not very nice
then,P1A-100_Trinity_students,It 's like clown music It 's awful,And if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched
then,P1A-100_Trinity_students,only,the thing started going again and
so,P1A-100_Trinity_students,and then they 'll need me,I 'll be friends with them
so,P1A-100_Trinity_students,Uh,"and there 's a room , like a sort of a bigger dining room where you can have people over and stuff so"
because,P1A-100_Trinity_students,than getting a flat,for that you 'd have to pay for the whole year
but,P1A-100_Trinity_students,You did n't sit my exams,you 're Judith You 're smart
but,P1A-100_Trinity_students,That 's horrible,they only did did that to like eight people and they upgraded a few thousand I think so
but,P1A-100_Trinity_students,I ca n't remember why we were going up the lift,we went up the lift I was
but,P1A-100_Trinity_students,I think it was something about lifts,"I ca n't think of it , what it was now"
but,P1A-100_Trinity_students,like I usually I do n't mind small confined spaces,if I was going to be stuck there
or,P1A-100_Trinity_students,Yeah I 've suddenly realised why you 're so bitter I mean it could n't have been because of his laziness because you 're just as lazy So I did n't know what it was,just the fact that everyone calls you Little Rasho
or,P1A-100_Trinity_students,Yeah That would n't be nice at all really,how about Emporio for women Is that nice
if,P1A-100_Trinity_students,well that 's,I get in at all
if,P1A-100_Trinity_students,It 's like clown music It 's awful they put you on hold again And,you ask to be put up to the contact lens department
if,P1A-100_Trinity_students,cos,I was going to be stuck there
when,P1A-100_Trinity_students,But I they go back over it extra marks they can give,you appeal it looking for
when,P1A-100_Trinity_students,"yeah , now see once",I was in a lift
although,P1A-100_Trinity_students,No but No but so for all I know they could have weird hold music as well,I 've never had to ring them
while,P1A-100_Trinity_students,And he opened the doors,the lift was going down
instead,P1A-100_Trinity_students,you,like wearing Escape for women
