filename,Offset-raw,arg1,arg2
P1B-046_Elections,and,"And therefore I believe that the new government if they 're going to change the Commissioner, at this very late stage, have to be sure, that it 's not going to damage the national interest Padraig Flynn has an extremely important portfolio, and the government would need to be certain, that they could hold that portfolio, if they were going to change the person",I don't know if they could be certain of that and I think they need to be very careful It 's not a question of putting in our own
P1B-046_Elections,and,And if we fail uh to do that then I think we 're going to cause further problems Already we see the reaction among the Unionists They 're frightened about what 's going to happen,"And I think it makes it more difficult for the two governments to be able to come forward with the realistic proposals that are necessary And we do need a North South dimension to any settlement It makes it more difficult, when fears have been raised by somebody like Albert Reynolds I believe, the result of what he did yesterday is very damaging"
P1B-046_Elections,and,And if we fail uh to do that then I think we 're going to cause further problems Already we see the reaction among the Unionists They 're frightened about what 's going to happen,"I think it makes it more difficult for the two governments to be able to come forward with the realistic proposals that are necessary And we do need a North South dimension to any settlement It makes it more difficult, when fears have been raised by somebody like Albert Reynolds And I believe, the result of what he did yesterday is very damaging"
P1B-046_Elections,and,I hope it 's not going to continue,I certainly think it 's very unfair on the new government In a period
P1B-046_Elections,and,"This is a period of uncertainty because we have a new government It 's a difficult process anyway It 's very fragile the Peace Process It requires great sensitivity on all our parts I 've given my assurance and that of the Progressive Democrats to the new government that we will support, what they do",I hope that Fianna Fa/il do likewise
P1B-046_Elections,and,"uh, ever ever ever achieved",that is in relation to child
P1B-046_Elections,so,uh,I don't see that as a problem
P1B-046_Elections,or,it won't really exist but if the trust is not there from the start,"because, to a large extent you can be doing a lot of very productive work, you can have a lot of progressive legislation"
P1B-046_Elections,because,Or it won't really exist but if the trust is not there from the start,"to a large extent you can be doing a lot of very productive work, you can have a lot of progressive legislation"
P1B-046_Elections,because,I supported the nominee of Fine Gael in the last occasion,I think it 's important that the opposition has that position Until recent years the opposition always had that position
P1B-046_Elections,because,"Peter Sutherland, earlier this year","if they did, he would 've been I think the President of the Commission at this stage And that would 've been a very prestigious position, for a small country like ours"
P1B-046_Elections,because,This is a period of uncertainty,we have a new government It 's a difficult process anyway It 's very fragile the Peace Process It requires great sensitivity on all our parts
P1B-046_Elections,because,previously uhm would lose child support,they uh went from the social welfare system into work uh
P1B-046_Elections,once,"to work together as a team the government will collapse Or it won't really exist because, to a large extent you can be doing a lot of very productive work, you can have a lot of progressive legislation, but if the trust is not there from the start, then the government won't survive Certainly uh we saw evidence of that in the, different governments led by Albert Reynolds Trust broke down and",it did everything else collapsed
P1B-046_Elections,therefore,"the government would need to be certain, that they could hold that portfolio, if they were going to change the person","And I believe that the new government if they 're going to change the Commissioner, at this very late stage, have to be sure, that it 's not going to damage the national interest Padraig Flynn has an extremely important portfolio"
P1B-047_Kevin_Moran,but,after,little did we know that that evening what he was going to do to us the following September and a few other years you know
P1B-047_Kevin_Moran,but,I was yeah Uhm I think I was uh definitely apprehensive about going over but I just said to myself,I 've got to give it a try And I think that was the main reason why I went in the end In all honesty I don't think I thought I would make it I always felt I wanted to have a good go at it Just play one game I always remember saying that to people All I just want to do is to play one game and get back home again because as far as I was concerned all I wanted to do was play with the Dubs
P1B-047_Kevin_Moran,but,But at twenty-two you think well you know your chance has gone more or less,you know when you go over for a trial I mean most fellas go for a trial at fifteen or sixteen or whatever Uhm what was it like going over at twenty-two
P1B-047_Kevin_Moran,but,Yeah,uh I remember that now I played mid-field I think
P1B-047_Kevin_Moran,but,I always intended to come back for the Dubs uhm,as you say they just uh
P1B-047_Kevin_Moran,but,Not initially anyway but,"I remember actually seeing him uh in Tralee sometime He played a played a challenge game with Dublin against Kerry in Tralee sometime I 'd say, early seventy-six probably you know and I remember I was resting I said I was injured but, we usually took breaks in those days during the winter I remember seeing this guy with long hair anyway running up and down Austin Stack Park I remember a lot of guys talking about him after but little did we know that that evening what he was going to do to us the following September and a few other years you know"
P1B-047_Kevin_Moran,but,after,little did we know that that evening what he was going to do to us the following September and a few other years you know
P1B-047_Kevin_Moran,but,after,little did we know that that evening what he was going to do to us the following September and a few other years you know
P1B-047_Kevin_Moran,but,after,little did we know that that evening what he was going to do to us the following September and a few other years you know
P1B-047_Kevin_Moran,but,so often I mean you missed it,it 's they keep reshowing it
P1B-047_Kevin_Moran,but,That 's right yeah I know,"Des sorry but that particular shot in actual fact and I said it to him after the match, if you hadn't 've drop-kicked that ball"
P1B-047_Kevin_Moran,but,ever seen in Gaelic football If he 'd kicked it normally he would he would 've buried it,he drop-kicked
P1B-047_Kevin_Moran,and,"he hadn't even played in the League of Ireland, but sixteen years on",after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad
P1B-047_Kevin_Moran,and,I 've got to give it a try And I think that was the main reason why I went in the end In all honesty I don't think I thought I would make it But I always felt I wanted to have a good go at it Just play one game I always remember saying that to people All I just want to do is to play one game and get back home again because as far as I was concerned all I wanted to do was play with the Dubs,Yeah career-wise it was shaping up well for you then
P1B-047_Kevin_Moran,and,The Dubs were actually going so well at the time,I 'd no real interest You know I think when I was about seventeen
P1B-047_Kevin_Moran,and,that when I went over for the trial they wanted me to go over in the initial part for two weeks,I said I couldn't do it
P1B-047_Kevin_Moran,and,that when I went over for the trial they wanted me to go over in the initial part for two weeks,I said I couldn't do it
P1B-047_Kevin_Moran,and,No there was a game They 'd organised a game against a university team and uhm I 'd played quite well in it I thought We we beat them I think six-nil or something like that,which team was it The first team or the reserves
P1B-047_Kevin_Moran,and,Mm,You know his word was that well respected by Manchester United
P1B-047_Kevin_Moran,and,"because when I went over uhm I didn't want anybody to know about it I just wanted to go over, take in the trial for two or three days, come back and as far as I was concerned I was going to start, continue playing with Dublin",nobody 'd know anything about it I only went over just to see what Old Trafford was was like you know
P1B-047_Kevin_Moran,and,"because when I went over uhm I didn't want anybody to know about it I just wanted to go over, take in the trial for two or three days, come back and as far as I was concerned I was going to start, continue playing with Dublin",nobody 'd know anything about it I only went over just to see what Old Trafford was was like you know
P1B-047_Kevin_Moran,and,as well Like uh I 'd I 'd still get more people nearly coming up to me talking about the Dubs,when am I going to come back for the Dubs
P1B-047_Kevin_Moran,and,Yeah,who 's a big soccer fan as well Hello Mike
P1B-047_Kevin_Moran,and,"I remember I was resting I said I was injured but, we usually took breaks in those days during the winter But I remember seeing this guy with long hair anyway running up and down Austin Stack Park I remember a lot of guys talking about him after but little did we know that that evening what he was going to do to us the following September and a few other years you know",probably you know
P1B-047_Kevin_Moran,and,"No he arrived up to Parnell Park he was only a young fella nineteen or twenty at the time And he 'd an old donkey jacket on him, a Honda fifty","he 'd, the arse was out of his trousers Things have changed haven't they"
P1B-047_Kevin_Moran,and,"No he arrived up to Parnell Park he was only a young fella nineteen or twenty at the time And he 'd an old donkey jacket on him, a Honda fifty","he 'd, the arse was out of his trousers Things have changed haven't they"
P1B-047_Kevin_Moran,and,"No, one thing I admired about Kevin was we 'd we 'd played I think in two All-Irelands at that stage, and we were all fairly seasoned footballers",like as soon as he came into the team there was no sort of watering period with him He got straight stuck into into the training And like he was telling the senior lads fellas like Cullen
P1B-047_Kevin_Moran,and,"No, one thing I admired about Kevin was we 'd we 'd played I think in two All-Irelands at that stage, and we were all fairly seasoned footballers",like as soon as he came into the team there was no sort of watering period with him He got straight stuck into into the training And like he was telling the senior lads fellas like Cullen
P1B-047_Kevin_Moran,and,We won some,we lost some
P1B-047_Kevin_Moran,because,"uh, the move to Manchester United were you worried that it might be a mistake at the time",you were
P1B-047_Kevin_Moran,because,amazed me you know,I 'd never seen anything like it at that at that age you know what I mean how good they were
P1B-047_Kevin_Moran,because,It was,"when I went over uhm I didn't want anybody to know about it I just wanted to go over, take in the trial for two or three days, come back and as far as I was concerned I was going to start, continue playing with Dublin and nobody 'd know anything about it I only went over just to see what Old Trafford was was like you know"
P1B-047_Kevin_Moran,because,I know,I couldn't catch balls then I had to run around the place you see I fortunately for me I was playing soccer at the time as well uhm with uh UCD so I would have been fit more or less all year round whereas most of the other players would have been on their winter break
P1B-047_Kevin_Moran,when,that 's,I wanted to go away to Manchester United
P1B-047_Kevin_Moran,when,they wanted me to go over in the initial part for two weeks,I went over for the trial
P1B-047_Kevin_Moran,when,"I just wanted to go over, take in the trial for two or three days, come back and as far as I was concerned I was going to start, continue playing with Dublin",I went over uhm I didn't want anybody to know about it
P1B-047_Kevin_Moran,when,No I feel as if I 'm I was there an awful lot longer to be honest with you Uhm but actually it 's only like two or three years really,I look back on it
P1B-047_Kevin_Moran,when,And rural Ireland still remembers you in many ways as much for the Dubs as for your whole long soccer career,you go around Ireland
P1B-047_Kevin_Moran,when,Moran coming into the team,you were All-Ireland champions You wouldn't have known a lot about him sure you wouldn't
P1B-047_Kevin_Moran,so,I couldn't catch balls then I had to run around the place you see I fortunately for me I was playing soccer at the time as well uhm with uh UCD,I would have been fit more or less all year round whereas most of the other players would have been on their winter break
P1B-047_Kevin_Moran,so,Yeah that 's right that 's right,the least I could have done was to run around the place
P1B-047_Kevin_Moran,then,So that helped enormously and,after that Dave Sexton offered me the contract And
P1B-047_Kevin_Moran,if,"Oh, you 'd be lucky","you 're talking about one, two"
P1B-047_Kevin_Moran,if,I 'd probably have been the least likely one as well,you were watching that particular game
P1B-047_Kevin_Moran,if,particular shot in actual fact and I said it to him after the match,you hadn't
P1B-047_Kevin_Moran,if,he would,he 'd kicked it normally
P1B-047_Kevin_Moran,whereas,all year round,most of the other players would have been on their winter break
P1B-048_Tim_Pat_Coogan,and,Indeed and so had Pearse Be/aslai/ Uhm,"I 'd heard a lot about Collins from older colleagues of my father 's notably David Nelligan and other people over the years Mickey Rooney, the former editor of The Independent told me about uhm, this extraordinary episode when uh he was called to the governor 's uh wing in uh Crumlin Road Gaol where he was imprisoned And of course the division the, the Civil War was on, the division 'd occurred there too, and he was uhm, brought in by the governor to be told something the news was that Collins had been shot So he came back out onto the uh gangplank or onto the, iron, staircase whatever it was, and uh he began to announce this to his people, and he was interrupted by the sound of the rosary They all went down simultaneously on their knees, both Free Staters and uh, uh Republicans in Crumlin Road Gaol And the same thing, the same story or a variation of it was told by Tom Barry, so he had that sort of mesmeric effect But uh that particular volume you see there those two, it 's a famous edition"
P1B-048_Tim_Pat_Coogan,and,"I 'd heard a lot about Collins from older colleagues of my father 's notably David Nelligan and other people over the years Mickey Rooney, the former editor of The Independent told me about uhm, this extraordinary episode when uh he was called to the governor 's uh wing in uh Crumlin Road Gaol where he was imprisoned And of course the division the, the Civil War was on, the division 'd occurred there too, and he was uhm, brought in by the governor to be told something And the news was that Collins had been shot So he came back out onto the uh gangplank or onto the, iron, staircase whatever it was, and uh he began to announce this to his people, and he was interrupted by the sound of the rosary They all went down simultaneously on their knees, both Free Staters and uh, uh Republicans in Crumlin Road Gaol And the same thing, the same story or a variation of it was told by Tom Barry, so he had that sort of mesmeric effect But uh that particular volume you see there those two, it 's a famous edition","And I first came across it when I was uh writing my first book Ireland Since the Rising back in nineteen sixty-five I 'd left the Evening Press uh, we started early and you finished about four in the afternoon, and sometime of that, order I went up to the National Library, uh got these out, uh on my reading list, and settled in to read them And I meant to get uh go, break and have a cup a cup of tea And uh I was touched on the the shoulder, by this stage I was nearly through the first of the big books, by one of the attendants whom I knew And I said oh thanks very much I meant to go out and get my tea I, thanks very much Keep an eye on them I 'll be back He said you will not We 're closing It 's ten o'clock"
P1B-048_Tim_Pat_Coogan,and,"I 'd heard a lot about Collins from older colleagues of my father 's notably David Nelligan and other people over the years Mickey Rooney, the former editor of The Independent told me about uhm, this extraordinary episode when uh he was called to the governor 's uh wing in uh Crumlin Road Gaol where he was imprisoned And of course the division the, the Civil War was on, the division 'd occurred there too, and he was uhm, brought in by the governor to be told something And the news was that Collins had been shot So he came back out onto the uh gangplank or onto the, iron, staircase whatever it was, and uh he began to announce this to his people, and he was interrupted by the sound of the rosary They all went down simultaneously on their knees, both Free Staters and uh, uh Republicans in Crumlin Road Gaol And the same thing, the same story or a variation of it was told by Tom Barry, so he had that sort of mesmeric effect But uh that particular volume you see there those two, it 's a famous edition","And I first came across it when I was uh writing my first book Ireland Since the Rising back in nineteen sixty-five I 'd left the Evening Press uh, we started early and you finished about four in the afternoon, and sometime of that, order I went up to the National Library, uh got these out, uh on my reading list, and settled in to read them And I meant to get uh go, break and have a cup a cup of tea And uh I was touched on the the shoulder, by this stage I was nearly through the first of the big books, by one of the attendants whom I knew And I said oh thanks very much I meant to go out and get my tea I, thanks very much Keep an eye on them I 'll be back He said you will not We 're closing It 's ten o'clock"
P1B-048_Tim_Pat_Coogan,and,"I 'd heard a lot about Collins from older colleagues of my father 's notably David Nelligan and other people over the years Mickey Rooney, the former editor of The Independent told me about uhm, this extraordinary episode when uh he was called to the governor 's uh wing in uh Crumlin Road Gaol where he was imprisoned And of course the division the, the Civil War was on, the division 'd occurred there too, and he was uhm, brought in by the governor to be told something And the news was that Collins had been shot So he came back out onto the uh gangplank or onto the, iron, staircase whatever it was, and uh he began to announce this to his people, and he was interrupted by the sound of the rosary They all went down simultaneously on their knees, both Free Staters and uh, uh Republicans in Crumlin Road Gaol And the same thing, the same story or a variation of it was told by Tom Barry, so he had that sort of mesmeric effect But uh that particular volume you see there those two, it 's a famous edition","And I first came across it when I was uh writing my first book Ireland Since the Rising back in nineteen sixty-five I 'd left the Evening Press uh, we started early and you finished about four in the afternoon, and sometime of that, order I went up to the National Library, uh got these out, uh on my reading list, and settled in to read them And I meant to get uh go, break and have a cup a cup of tea And uh I was touched on the the shoulder, by this stage I was nearly through the first of the big books, by one of the attendants whom I knew And I said oh thanks very much I meant to go out and get my tea I, thanks very much Keep an eye on them I 'll be back He said you will not We 're closing It 's ten o'clock"
P1B-048_Tim_Pat_Coogan,and,"uh you finished about four in the afternoon, and sometime of that, order",we started early
P1B-048_Tim_Pat_Coogan,and,"And the late Tom Kenny, it was a great uh bookshop as you know in Galway, great great book family And Maureen I 'm happy to say is still with us, the wife But he looked out for them and he got them for me for ten pounds People used to say Kenny 's are very dear He got those two for me for ten pounds","I think they 're, well you 'd pay according to the catalogues well in excess of a hundred now for that edition anywhere"
P1B-048_Tim_Pat_Coogan,and,"And uh he rekindled my interest in Yeats because I thought that his uhm, that edition he did the collected edition he did for Macmillan was about the best introduction anybody could have to Yeats Not alone did he 've a good selection, for anybody but his uh notes at the back uh, a lot of people don't read a book in the totality but uh because they 're just dry small print, but he had marvellously illuminating notes, everything from the pronunciation of words, to the local typography, to bits of history, to who the characters were I thought it was a model book","uhm, it just it happens to be one of the the model poems if you like"
P1B-048_Tim_Pat_Coogan,and,"we we sort of can identify with But uh apart from that he uhm, he is uhm, blessed with his personality He he 's a very pleasant man and uh very enabling man He gives his time very generously",he 's no poseur
P1B-048_Tim_Pat_Coogan,and,that his work is met,his personality is met with in this Ireland
P1B-048_Tim_Pat_Coogan,and,"Paras thirteen the wall said Bogside nil And then uhm, the other thing was that of course there was great hatred of anybody who had seemed to give aid or support to the troops And this man uh didn't uhm, uh, he he wouldn't sort of give in to the threats to stay home It 's just the the other side the Seamus 's insight into both senses, both sides of the terror Uh he, talks about this man who defied his own people to go out And he said, but he would not be held at home by his own crowd whatever threats were phoned whatever black flags waved I see him as he turned in that bombed offending place, remorse fused with terror, in his still knowable face His cornered out-face stare, blinding in the flash It is just, he he 's a man of considerable insight in other words",As a former editor and uh long-time journalist I know that you 've a great admiration of Alistair Cooke I see his volume The Americans
P1B-048_Tim_Pat_Coogan,and,you go off for fourteen minutes and the last thirty seconds 're 2 sylls up and suddenly the last,me say
P1B-048_Tim_Pat_Coogan,and,"He 's the he 's the uhm, the transatlantic equivalent of Ben because Ben goes in a circumlocutory way all around the Lagan Valley, and he finally comes back to closing time in Mulligan 's where the anecdote began And he also remembers the punchline And of course he also has a wonderful radio voice","he 's also a was a very fine journalist and is a very fine writer A man you knew well in your Irish Press days was Brendan Behan and you have his complete plays here, uh introduced by Alan Simpson"
P1B-048_Tim_Pat_Coogan,and,"He 's the he 's the uhm, the transatlantic equivalent of Ben because Ben goes in a circumlocutory way all around the Lagan Valley, and he finally comes back to closing time in Mulligan 's where the anecdote began And he also remembers the punchline And of course he also has a wonderful radio voice","he 's also a was a very fine journalist and is a very fine writer A man you knew well in your Irish Press days was Brendan Behan and you have his complete plays here, uh introduced by Alan Simpson"
P1B-048_Tim_Pat_Coogan,and,a was a very fine journalist,"is a very fine writer A man you knew well in your Irish Press days was Brendan Behan and you have his complete plays here, uh introduced by Alan Simpson"
P1B-048_Tim_Pat_Coogan,and,a was a very fine journalist,"is a very fine writer A man you knew well in your Irish Press days was Brendan Behan and you have his complete plays here, uh introduced by Alan Simpson"
P1B-048_Tim_Pat_Coogan,and,a was a very fine journalist,"is a very fine writer A man you knew well in your Irish Press days was Brendan Behan and you have his complete plays here, uh introduced by Alan Simpson"
P1B-048_Tim_Pat_Coogan,and,"uh, you know, interrupting plays in the West End shouting from this the audience This brought headlines in the Daily Mail",that brought box office
P1B-048_Tim_Pat_Coogan,and,"uh, you know, interrupting plays in the West End shouting from this the audience This brought headlines in the Daily Mail",that brought box office
P1B-048_Tim_Pat_Coogan,and,"Herald Tribune saying to me that uh, she thought what he said about the uh Saint Patrick 's Day uh, procession was perfectly spot-on and should be said, namely that it wasn't an Irish festival, that it was uh a show of strength for the","Ancient Order of Hibernians Now I don't agree with that, but however, that 's what Judith felt uh she said then paused, but he shouldn't 've been drunk when he said it"
P1B-048_Tim_Pat_Coogan,so,"a lot about Collins from older colleagues of my father 's notably David Nelligan and other people over the years Mickey Rooney, the former editor of The Independent told me about uhm, this extraordinary episode when uh he was called to the governor 's uh wing in uh Crumlin Road Gaol where he was imprisoned And of course the division the, the Civil War was on, the division 'd occurred there too, and he was uhm, brought in by the governor to be told something And the news was that Collins had been shot So he came back out onto the uh gangplank or onto the, iron, staircase whatever it was, and uh he began to announce this to his people, and he was interrupted by the sound of the rosary They all went down simultaneously on their knees, both Free Staters and uh, uh Republicans in Crumlin Road Gaol And the same thing, the same story or a variation of it was told by Tom Barry But uh that particular volume you see there those two",he had that sort of mesmeric effect
P1B-048_Tim_Pat_Coogan,so,"a lot about Collins from older colleagues of my father 's notably David Nelligan and other people over the years Mickey Rooney, the former editor of The Independent told me about uhm, this extraordinary episode when uh he was called to the governor 's uh wing in uh Crumlin Road Gaol where he was imprisoned And of course the division the, the Civil War was on, the division 'd occurred there too, and he was uhm, brought in by the governor to be told something And the news was that Collins had been shot So he came back out onto the uh gangplank or onto the, iron, staircase whatever it was, and uh he began to announce this to his people, and he was interrupted by the sound of the rosary They all went down simultaneously on their knees, both Free Staters and uh, uh Republicans in Crumlin Road Gaol And the same thing, the same story or a variation of it was told by Tom Barry But uh that particular volume you see there those two",he had that sort of mesmeric effect
P1B-048_Tim_Pat_Coogan,when,And I first came across it,"I was uh writing my first book Ireland Since the Rising back in nineteen sixty-five And I 'd left the Evening Press uh, we started early and you finished about four in the afternoon, and sometime of that, order I went up to the National Library, uh got these out, uh on my reading list, and settled in to read them And I meant to get uh go, break and have a cup a cup of tea And uh I was touched on the the shoulder, by this stage I was nearly through the first of the big books, by one of the attendants whom I knew And I said oh thanks very much I meant to go out and get my tea I, thanks very much Keep an eye on them I 'll be back He said you will not We 're closing It 's ten o'clock"
P1B-048_Tim_Pat_Coogan,when,"that stepped out of their clothes, but",this soul its body off naked to naked goes
P1B-048_Tim_Pat_Coogan,when,he shouldn't 've been drunk,he said it
P1B-048_Tim_Pat_Coogan,then,I was completely absorbed,I wanted to buy the books myself
P1B-048_Tim_Pat_Coogan,then,who,was the editor of the Arts in the uhm
P1B-048_Tim_Pat_Coogan,if,again it was under the auspice of Kenny 's,not mistaken
P1B-048_Tim_Pat_Coogan,if,"And uhm, it just it happens to be one of the the model poems",you like
P1B-048_Tim_Pat_Coogan,if,"it 's amazing Kavanagh lived as long as he did Uh you know, the artist destroyed by Dublin is kind of the leitmotif that one sees so many of these people from Seamus O'Sullivan","you consider the reception, that his work is met and his personality is met with in this Ireland, uhm compared to say the treatment of, or the kind of the expected behaviour of people like Kavanagh and uh Behan and Myles na Gopaleen Uhm in a sense they were Ishmael They certainly got no economic support or very little They wrote for peanuts And there was terrific drinking and self-destruction Uh uhm"
P1B-048_Tim_Pat_Coogan,if,now it 's wonderful And,you follow him through he
P1B-048_Tim_Pat_Coogan,though,I hadn't met,I 'd admired him from a distance
P1B-048_Tim_Pat_Coogan,because,"he 've a good selection, for anybody but his uh notes at the back uh, a lot of people don't read a book in the totality but uh",they 're just dry small print
P1B-048_Tim_Pat_Coogan,because,"he 've a good selection, for anybody but his uh notes at the back uh, a lot of people don't read a book in the totality but uh",they 're just dry small print
P1B-048_Tim_Pat_Coogan,because,"he 's the uhm, the transatlantic equivalent of Ben",Ben goes in a circumlocutory way all around the Lagan Valley
P1B-048_Tim_Pat_Coogan,but,"And uh he rekindled my interest in Yeats because I thought that his uhm, that edition he did the collected edition he did for Macmillan was about the best introduction anybody could have to Yeats Not alone did he 've a good selection, for anybody but his uh notes at the back uh, a lot of people don't read a book in the totality but uh because they 're just dry small print","he had marvellously illuminating notes, everything from the pronunciation of words, to the local typography, to bits of history, to who the characters were I thought it was a model book"
P1B-048_Tim_Pat_Coogan,but,that stepped out of their clothes,when this soul its body off naked to naked goes
P1B-048_Tim_Pat_Coogan,but,Now I don't agree with that,"however, that 's what Judith felt"
P1B-048_Tim_Pat_Coogan,but,Now I don't agree with that,"however, that 's what Judith felt"
P1B-048_Tim_Pat_Coogan,however,Now I don't agree with that,that 's what Judith felt
P1B-049_M_O_Suilleabhain,so,American influences in your music at least,it seems to me
P1B-049_M_O_Suilleabhain,when,my music,twas released in America
P1B-049_M_O_Suilleabhain,when,that uh said it sounded like a pint of Guinness was pouring into the piano,he heard the record I had done
P1B-049_M_O_Suilleabhain,when,Well you know when you really come up against it It 's,"you bring art into the marketplace You know that 's where the sparks fly you see, because if there is spirit in it and you, there 's, one thing you can't sell it 's that of course even if you know it 's there"
P1B-049_M_O_Suilleabhain,when,s ahead of me,I write music which is worth writing it
P1B-049_M_O_Suilleabhain,when,"he doesn't quite know what he 's going to, do He hopes, that he, starts off very simply, and hopes that he can elaborate","he starts off, with a brush loaded with paint and confronts a canvas"
P1B-049_M_O_Suilleabhain,and,n,the the music you make
P1B-049_M_O_Suilleabhain,and,n,the the music you make
P1B-049_M_O_Suilleabhain,and,"whatever reason they need to go beyond it or, beneath it or, beside it, uhm it 's a time like that",there 's a there is a lot of that I think
P1B-049_M_O_Suilleabhain,and,"whatever reason they need to go beyond it or, beneath it or, beside it, uhm it 's a time like that",there 's a there is a lot of that I think
P1B-049_M_O_Suilleabhain,and,"whatever reason they need to go beyond it or, beneath it or, beside it, uhm it 's a time like that",there 's a there is a lot of that I think
P1B-049_M_O_Suilleabhain,and,Mm,"I think rather than resisting this, uhm I think we should help it along I think we should actively, seek, uhm you know that that concept of the human family as a as a global family Now where nationalism goes in the middle of all of that I don't know I don't think it need be thrown out but it 's a kind of a post-nationalism, in a way, that 's the way I would describe it"
P1B-049_M_O_Suilleabhain,and,"Absolutely and the piano of course is a very cosmopolitan, suave instrument you know","to play it with uh, to play Irish music on it, you know it 's a bit like, you know playing it with wellingtons on or something, do you know"
P1B-049_M_O_Suilleabhain,and,"I remember a reviewer once in a UK magazine, uh said that uh when he heard the record I had done said it sounded like a pint of Guinness was pouring into the piano","that was a bit mean But, there is an Irishness and the Irishness for me in the music, piano music I play is like an anchor, a vital anchor"
P1B-049_M_O_Suilleabhain,and,"I remember a reviewer once in a UK magazine, uh said that uh when he heard the record I had done said it sounded like a pint of Guinness was pouring into the piano","that was a bit mean But, there is an Irishness and the Irishness for me in the music, piano music I play is like an anchor, a vital anchor"
P1B-049_M_O_Suilleabhain,and,n,the the music you make
P1B-049_M_O_Suilleabhain,and,n,the the music you make
P1B-049_M_O_Suilleabhain,and,where you should be,you want to be there
P1B-049_M_O_Suilleabhain,and,where you should be,you want to be there
P1B-049_M_O_Suilleabhain,and,n,the the music you make
P1B-049_M_O_Suilleabhain,and,n,the the music you make
P1B-049_M_O_Suilleabhain,and,who is a Clare man,who lives in Dublin and who wrote
P1B-049_M_O_Suilleabhain,and,who is a Clare man,who lives in Dublin and who wrote
P1B-049_M_O_Suilleabhain,and,And uh he 's a friend of mine,he sent me on a cassette copy of The Intelligence Park which I 've been listening a lot to
P1B-049_M_O_Suilleabhain,and,And uh he 's a friend of mine,he sent me on a cassette copy of The Intelligence Park which I 've been listening a lot to
P1B-049_M_O_Suilleabhain,and,n,the the music you make
P1B-049_M_O_Suilleabhain,and,n,the the music you make
P1B-049_M_O_Suilleabhain,and,n,the the music you make
P1B-049_M_O_Suilleabhain,and,n,the the music you make
P1B-049_M_O_Suilleabhain,but,"most of the New Age stuff one sees is really like horrible Uh uh, but but I 'm not really But","there is, there is something of the times that if one, expresses, a time that one lives in and the time we live in now is uh, is actually a searching by all kinds of people for the spirit"
P1B-049_M_O_Suilleabhain,but,"most of the New Age stuff one sees is really like horrible Uh uh, but but I 'm not really But","there is, there is something of the times that if one, expresses, a time that one lives in and the time we live in now is uh, is actually a searching by all kinds of people for the spirit"
P1B-049_M_O_Suilleabhain,but,I 'm not really,there
P1B-049_M_O_Suilleabhain,but,Well it is about Ireland,"you know it 's the time The time is you we we cannot uh afford, to relax into that comfortable feeling of culture and nationalism anymore"
P1B-049_M_O_Suilleabhain,but,"I would feel part of a generation, which was uh at the uh, at the cutting edge certainly",we were the first ones to bang into the wall of the problem of globalisation and global culture
P1B-049_M_O_Suilleabhain,but,"we should actively, seek, uhm you know that that concept of the human family as a as a global family Now where nationalism goes in the middle of all of that I don't know I don't think it need be thrown out","it 's a kind of a post-nationalism, in a way, that 's the way I would describe it"
P1B-049_M_O_Suilleabhain,but,I 'm not really,there
P1B-049_M_O_Suilleabhain,but,I 'm not really,there
P1B-049_M_O_Suilleabhain,but,"you can hear, even in certain players playing fast music, a reel which is supposed to be joyous","it 's tinged in some way or other, with this colour of uaigneas"
P1B-049_M_O_Suilleabhain,but,Yeah but you 've brought it into the marketplace,"Yes I know I suppose that 's why I 'm saying it because in a way I 'm speaking to some degree from experience Luckily, not too much into the market as I haven't been faced with, certain problems which would obviously come up if you begin to do that I have my toes have dipped into the water 4 sylls"
P1B-049_M_O_Suilleabhain,but,"As it is it never happened you know with the London uh Chamber Orchestra But, yeah it has it has it it does You know I don't deliberately write music which is potentially popular","some of the music I would write or or or work out, on the keyboard or otherwise, happens to be in the realms of popularity"
P1B-049_M_O_Suilleabhain,but,"As it is it never happened you know with the London uh Chamber Orchestra But, yeah it has it has it it does You know I don't deliberately write music which is potentially popular","some of the music I would write or or or work out, on the keyboard or otherwise, happens to be in the realms of popularity"
P1B-049_M_O_Suilleabhain,but,I know they would have a huge problem,"I mean I myself am full of admiration uh for it But what I 'm saying is that somebody like him and many others work uh with materials of sound which are all fanatically not popular I mean let me tell you that these are not popular, under any circumstances"
P1B-049_M_O_Suilleabhain,but,I know they would have a huge problem,"I mean I myself am full of admiration uh for it But what I 'm saying is that somebody like him and many others work uh with materials of sound which are all fanatically not popular I mean let me tell you that these are not popular, under any circumstances"
P1B-049_M_O_Suilleabhain,if,"And has soured for them, or for some reason or another",for many people uh institutionalised religion
P1B-049_M_O_Suilleabhain,if,you mentioned O/ Riada if you pick an obvious one there,you pick for example
P1B-049_M_O_Suilleabhain,if,you mentioned O/ Riada if you pick an obvious one there,you pick for example
P1B-049_M_O_Suilleabhain,if,Yes yes absolutely agree,it were just the music on its own you still would feel that
P1B-049_M_O_Suilleabhain,if,because I 'm out to sea,"I feel I do, in the context of this globalisation, well"
P1B-049_M_O_Suilleabhain,if,"because there 's, one thing you can't sell it 's that of course",there is spirit in it and you
P1B-049_M_O_Suilleabhain,because,it 's a political statement,"it 's a it 's a statement of where you are, at a particular point of time"
